occurrenceID,institutionCode,collectionCode,catalogNumber,recordNumber,basisOfRecord,recordedBy,recordedByID,organismRemarks,fieldNumber,year,month,day,eventDate,verbatimEventDate,habitat,eventRemarks,higherGeography,countryCode,continent,country,stateProvince,municipality,locality,verbatimElevation,mininumElevationInMeters,maxinumElevationInMeters,decimalLatitude,decimalLongitude,verbatimCoordinates,geodeticDatum,georreferenceProtocol,georreferencedBy,coordinatePrecision,identifiedBy,identifiedByID,scientificName,originalNameUsage,higherClassification,kingdom,phylum,class,order,family,genus,specificEpithet,identificationQualifier,taxonRank,scientificNameAuthorship,taxonomicStatus
IMBIV-75b5f744-8cc7-41c7-99da-f84cc0b9b067-CORD,IMBIV,CORD,CORDC00007800,1,PreservedSpecimen,"Hosseus, C.C.",,Sobre tierra,Serie III. 1,1934,12,6,1934-12-6,6/12/1934,,,"South America | Argentina | Córdoba | Totoral | Las Peñas, Estancia ""La Maraña""",AR,South America,Argentina,Córdoba,Totoral,"Las Peñas, Estancia ""La Maraña""",,,,-30.563949,-64.007439,"30°33'50.2""S; 64°00'26.8""W",WGS84,,,,,,,,,Plantae,Bryophyta,,,,,,,KINGDOM,,ACCEPTED
IMBIV-8632a5bd-ba41-4547-977b-e25349f7a85a-CORD,IMBIV,CORD,CORDC00007801,2,PreservedSpecimen,"Hosseus, C.C.",,Sobre tierra,Serie III. 2,1934,12,6,1934-12-6,6/12/1934,,,"South America | Argentina | Córdoba | Totoral | Las Peñas, Estancia ""La Maraña""",AR,South America,Argentina,Córdoba,Totoral,"Las Peñas, Estancia ""La Maraña""",,,,-30.563949,-64.007439,"30°33'50.2""S; 64°00'26.8""W",WGS84,,,,,,,,,Plantae,Bryophyta,,,,,,,KINGDOM,,ACCEPTED
IMBIV-ee39981c-d0ab-4d91-9127-5d5f70cb6e11-CORD,IMBIV,CORD,CORDC00007802,3,PreservedSpecimen,"Hosseus, C.C.",,Sobre tierra,Serie III. 3,1934,12,6,1934-12-6,6/12/1934,,,"South America | Argentina | Córdoba | Totoral | Las Peñas, Estancia ""La Maraña""",AR,South America,Argentina,Córdoba,Totoral,"Las Peñas, Estancia ""La Maraña""",,,,-30.563949,-64.007439,"30°33'50.2""S; 64°00'26.8""W",WGS84,,,,,,,,,Plantae,Bryophyta,,,,,,,KINGDOM,,ACCEPTED
IMBIV-61a4327d-1df9-4741-ab31-5d28c3048ef3-CORD,IMBIV,CORD,CORDC00007803,4,PreservedSpecimen,"Hosseus, C.C.",,Sobre tierra,Serie III. 4,1934,12,6,1934-12-6,6/12/1934,,,"South America | Argentina | Córdoba | Totoral | Las Peñas, Estancia ""La Maraña""",AR,South America,Argentina,Córdoba,Totoral,"Las Peñas, Estancia ""La Maraña""",,,,-30.563949,-64.007439,"30°33'50.2""S; 64°00'26.8""W",WGS84,,,,,,,,,Plantae,Bryophyta,,,,,,,KINGDOM,,ACCEPTED
IMBIV-c60453c1-739e-4e36-ae05-da89d18ac23d-CORD,IMBIV,CORD,CORDC00007804,5,PreservedSpecimen,"Hosseus, C.C.",,Sobre tierra,Serie III. 5,1934,12,6,1934-12-6,6/12/1934,,,"South America | Argentina | Córdoba | Totoral | Las Peñas, Estancia ""La Maraña""",AR,South America,Argentina,Córdoba,Totoral,"Las Peñas, Estancia ""La Maraña""",,,,-30.563949,-64.007439,"30°33'50.2""S; 64°00'26.8""W",WGS84,,,,,,,,,Plantae,Bryophyta,,,,,,,KINGDOM,,ACCEPTED
IMBIV-b57b1906-89d8-4fb4-a201-8d74e71dd109-CORD,IMBIV,CORD,CORDC00007805,6,PreservedSpecimen,"Hosseus, C.C.",,Sobre tierra,Serie III. 6,1934,12,6,1934-12-6,6/12/1934,,,"South America | Argentina | Córdoba | Totoral | Las Peñas, Estancia ""La Maraña""",AR,South America,Argentina,Córdoba,Totoral,"Las Peñas, Estancia ""La Maraña""",,,,-30.563949,-64.007439,"30°33'50.2""S; 64°00'26.8""W",WGS84,,,,,,,,,Plantae,Bryophyta,,,,,,,KINGDOM,,ACCEPTED
IMBIV-423a3e1a-855d-4df7-93e4-06703c6d3b76-CORD,IMBIV,CORD,CORDC00007806,7,PreservedSpecimen,"Hosseus, C.C.",,Sobre tierra,Serie III. 7,1934,12,6,1934-12-6,6/12/1934,,,"South America | Argentina | Córdoba | Totoral | Las Peñas, Estancia ""La Maraña""",AR,South America,Argentina,Córdoba,Totoral,"Las Peñas, Estancia ""La Maraña""",,,,-30.563949,-64.007439,"30°33'50.2""S; 64°00'26.8""W",WGS84,,,,,,,,,Plantae,Bryophyta,,,,,,,KINGDOM,,ACCEPTED
IMBIV-ee42468f-74c5-4984-b0d7-1a974c1d9778-CORD,IMBIV,CORD,CORDC00007807,8,PreservedSpecimen,"Hosseus, C.C.",,Sobre tierra,Serie III. 8,1934,12,6,1934-12-6,6/12/1934,,,"South America | Argentina | Córdoba | Totoral | Las Peñas, Estancia ""La Maraña""",AR,South America,Argentina,Córdoba,Totoral,"Las Peñas, Estancia ""La Maraña""",,,,-30.563949,-64.007439,"30°33'50.2""S; 64°00'26.8""W",WGS84,,,,,,,,,Plantae,Bryophyta,,,,,,,KINGDOM,,ACCEPTED
IMBIV-7246e863-55ff-43bf-b884-ea08cf34750e-CORD,IMBIV,CORD,CORDC00007808,9,PreservedSpecimen,"Hosseus, C.C.",,Sobre tierra,Serie III. 9,1934,12,6,1934-12-6,6/12/1934,,,"South America | Argentina | Córdoba | Totoral | Las Peñas, Estancia ""La Maraña""",AR,South America,Argentina,Córdoba,Totoral,"Las Peñas, Estancia ""La Maraña""",,,,-30.563949,-64.007439,"30°33'50.2""S; 64°00'26.8""W",WGS84,,,,,,,,,Plantae,Bryophyta,,,,,,,KINGDOM,,ACCEPTED
IMBIV-6d51da79-f07a-4fe8-948b-f2f5c583d594-CORD,IMBIV,CORD,CORDC00007809,9A,PreservedSpecimen,"Hosseus, C.C.",,Sobre tierra,Serie III. 9A,1934,12,6,1934-12-6,6/12/1934,,,"South America | Argentina | Córdoba | Totoral | Las Peñas, Estancia ""La Maraña""",AR,South America,Argentina,Córdoba,Totoral,"Las Peñas, Estancia ""La Maraña""",,,,-30.563949,-64.007439,"30°33'50.2""S; 64°00'26.8""W",WGS84,,,,,,,,,Plantae,Bryophyta,,,,,,,KINGDOM,,ACCEPTED
IMBIV-dcedd356-c99f-49f7-9f50-5dd1724337aa-CORD,IMBIV,CORD,CORDC00007810,9B,PreservedSpecimen,"Hosseus, C.C.",,Sobre tierra,Serie III. 9B,1934,12,6,1934-12-6,6/12/1934,,,"South America | Argentina | Córdoba | Totoral | Las Peñas, Estancia ""La Maraña""",AR,South America,Argentina,Córdoba,Totoral,"Las Peñas, Estancia ""La Maraña""",,,,-30.563949,-64.007439,"30°33'50.2""S; 64°00'26.8""W",WGS84,,,,,,,,,Plantae,Bryophyta,,,,,,,KINGDOM,,ACCEPTED
IMBIV-f0abfcbf-ba8d-4b44-a558-457b70a04d6d-CORD,IMBIV,CORD,CORDC00007949,10,PreservedSpecimen,"Hosseus, C.C.",,Sobre tierra,Serie III. 10,1934,12,6,1934-12-6,6/12/1934,,,"South America | Argentina | Córdoba | Totoral | Las Peñas, Estancia ""La Maraña""",AR,South America,Argentina,Córdoba,Totoral,"Las Peñas, Estancia ""La Maraña""",,,,-30.563949,-64.007439,"30°33'50.2""S; 64°00'26.8""W",WGS84,,,,,,,,,Plantae,Bryophyta,,,,,,,KINGDOM,,ACCEPTED
IMBIV-016df77c-6814-4eee-9647-58b053deb74c-CORD,IMBIV,CORD,CORDC00007811,11,PreservedSpecimen,"Hosseus, C.C.",,Sobre tierra,Serie III. 11,1934,12,6,1934-12-6,6/12/1934,,,"South America | Argentina | Córdoba | Totoral | Las Peñas, Estancia ""La Maraña""",AR,South America,Argentina,Córdoba,Totoral,"Las Peñas, Estancia ""La Maraña""",,,,-30.563949,-64.007439,"30°33'50.2""S; 64°00'26.8""W",WGS84,,,,,,Bryum argenteum Hedw.,Bryum argenteum,,Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Bryum,argenteum,,SPECIES,"Hedwig, 1801",ACCEPTED
IMBIV-ac9d8eb4-222c-494e-9794-0e0b4b04a77f-CORD,IMBIV,CORD,CORDC00007950,12,PreservedSpecimen,"Hosseus, C.C.",,,Serie III. 12,1934,12,6,1934-12-6,6/12/1934,,,"South America | Argentina | Córdoba | Totoral | Las Peñas, Estancia ""La Maraña""",AR,South America,Argentina,Córdoba,Totoral,"Las Peñas, Estancia ""La Maraña""",,,,-30.563949,-64.007439,"30°33'50.2""S; 64°00'26.8""W",WGS84,,,,,,,,,Plantae,Bryophyta,,,,,,,KINGDOM,,ACCEPTED
IMBIV-abc98225-8fe0-4349-ac71-c1c4dba51c25-CORD,IMBIV,CORD,CORDC00007812,13,PreservedSpecimen,"Hosseus, C.C.",,Sobre tierra,Serie III. 13,1934,12,6,1934-12-6,6/12/1934,,,"South America | Argentina | Córdoba | Totoral | Las Peñas, Estancia ""La Maraña""",AR,South America,Argentina,Córdoba,Totoral,"Las Peñas, Estancia ""La Maraña""",,,,-30.563949,-64.007439,"30°33'50.2""S; 64°00'26.8""W",WGS84,,,,,,,,,Plantae,Bryophyta,,,,,,,KINGDOM,,ACCEPTED
IMBIV-6f3cde5e-a53c-4764-b6c0-eda16629f5e6-CORD,IMBIV,CORD,CORDC00007813,14,PreservedSpecimen,"Hosseus, C.C.",,Sobre tierra,Serie III. 14,1934,12,6,1934-12-6,6/12/1934,,,"South America | Argentina | Córdoba | Totoral | Las Peñas, Estancia ""La Maraña""",AR,South America,Argentina,Córdoba,Totoral,"Las Peñas, Estancia ""La Maraña""",,,,-30.563949,-64.007439,"30°33'50.2""S; 64°00'26.8""W",WGS84,,,,,,,,,Plantae,Bryophyta,,,,,,,KINGDOM,,ACCEPTED
IMBIV-14a4784f-7007-4e70-9bb9-8d228beb7812-CORD,IMBIV,CORD,CORDC00007814,15,PreservedSpecimen,"Hosseus, C.C.",,Sobre tierra,Serie III. 15,1934,12,6,1934-12-6,6/12/1934,,,"South America | Argentina | Córdoba | Totoral | Las Peñas, Estancia ""La Maraña""",AR,South America,Argentina,Córdoba,Totoral,"Las Peñas, Estancia ""La Maraña""",,,,-30.563949,-64.007439,"30°33'50.2""S; 64°00'26.8""W",WGS84,,,,,,,,,Plantae,Bryophyta,,,,,,,KINGDOM,,ACCEPTED
IMBIV-ce2c5086-93e4-4f06-ac53-62bfd85e7d2f-CORD,IMBIV,CORD,CORDC00007951,16,PreservedSpecimen,"Hosseus, C.C.",,Sobre tierra,Serie III. 16,1934,12,6,1934-12-6,6/12/1934,,,"South America | Argentina | Córdoba | Totoral | Las Peñas, Estancia ""La Maraña""",AR,South America,Argentina,Córdoba,Totoral,"Las Peñas, Estancia ""La Maraña""",,,,-30.563949,-64.007439,"30°33'50.2""S; 64°00'26.8""W",WGS84,,,,,,,,,Plantae,Bryophyta,,,,,,,KINGDOM,,ACCEPTED
IMBIV-1b262072-6eb7-4239-8085-20628fbe38f4-CORD,IMBIV,CORD,CORDC00007952,17,PreservedSpecimen,"Hosseus, C.C.",,Sobre tierra,Serie III. 17,1934,12,6,1934-12-6,6/12/1934,,,"South America | Argentina | Córdoba | Totoral | Las Peñas, Estancia ""La Maraña""",AR,South America,Argentina,Córdoba,Totoral,"Las Peñas, Estancia ""La Maraña""",,,,-30.563949,-64.007439,"30°33'50.2""S; 64°00'26.8""W",WGS84,,,,,,,,,Plantae,Bryophyta,,,,,,,KINGDOM,,ACCEPTED
IMBIV-dfbd8f4d-e7c0-4e74-8b6c-895bcc751fa1-CORD,IMBIV,CORD,CORDC00007815,18,PreservedSpecimen,"Hosseus, C.C.",,Sobre tierra,Serie III. 18,1934,12,6,1934-12-6,6/12/1934,,,"South America | Argentina | Córdoba | Totoral | Las Peñas, Estancia ""La Maraña""",AR,South America,Argentina,Córdoba,Totoral,"Las Peñas, Estancia ""La Maraña""",,,,-30.563949,-64.007439,"30°33'50.2""S; 64°00'26.8""W",WGS84,,,,,,,,,Plantae,Bryophyta,,,,,,,KINGDOM,,ACCEPTED
IMBIV-40c86af3-2880-4417-94c5-71d7ac5d4f2f-CORD,IMBIV,CORD,CORDC00007816,19,PreservedSpecimen,"Hosseus, C.C.",,Sobre tierra,Serie III. 19,1934,12,6,1934-12-6,6/12/1934,,,"South America | Argentina | Córdoba | Totoral | Las Peñas, Estancia ""La Maraña""",AR,South America,Argentina,Córdoba,Totoral,"Las Peñas, Estancia ""La Maraña""",,,,-30.563949,-64.007439,"30°33'50.2""S; 64°00'26.8""W",WGS84,,,,,,,,,Plantae,Bryophyta,,,,,,,KINGDOM,,ACCEPTED
IMBIV-abdd844a-851f-4351-8334-45bc767d1c47-CORD,IMBIV,CORD,CORDC00007817,20,PreservedSpecimen,"Hosseus, C.C.",,Sobre tierra,Serie III. 20,1934,12,6,1934-12-6,6/12/1934,,,"South America | Argentina | Córdoba | Totoral | Las Peñas, Estancia ""La Maraña""",AR,South America,Argentina,Córdoba,Totoral,"Las Peñas, Estancia ""La Maraña""",,,,-30.563949,-64.007439,"30°33'50.2""S; 64°00'26.8""W",WGS84,,,,,,,,,Plantae,Bryophyta,,,,,,,KINGDOM,,ACCEPTED
IMBIV-8b22ac10-df04-4695-8d81-84cccfca7873-CORD,IMBIV,CORD,CORDC00007818,21,PreservedSpecimen,"Hosseus, C.C.",,Sobre tierra,Serie III. 21,1934,12,6,1934-12-6,6/12/1934,,,"South America | Argentina | Córdoba | Totoral | Las Peñas, Estancia ""La Maraña""",AR,South America,Argentina,Córdoba,Totoral,"Las Peñas, Estancia ""La Maraña""",,,,-30.563949,-64.007439,"30°33'50.2""S; 64°00'26.8""W",WGS84,,,,,,,,,Plantae,Bryophyta,,,,,,,KINGDOM,,ACCEPTED
IMBIV-eb0fafea-a264-4ddd-8adc-a4e71a0cbcde-CORD,IMBIV,CORD,CORDC00007819,22,PreservedSpecimen,"Hosseus, C.C.",,Sobre tierra,Serie III. 22,1934,12,6,1934-12-6,6/12/1934,,,"South America | Argentina | Córdoba | Totoral | Las Peñas, Estancia ""La Maraña""",AR,South America,Argentina,Córdoba,Totoral,"Las Peñas, Estancia ""La Maraña""",,,,-30.563949,-64.007439,"30°33'50.2""S; 64°00'26.8""W",WGS84,,,,,,,,,Plantae,Bryophyta,,,,,,,KINGDOM,,ACCEPTED
IMBIV-2a606e4c-25bc-4791-b4a1-0631942c9842-CORD,IMBIV,CORD,CORDC00007820,23,PreservedSpecimen,"Hosseus, C.C.",,Sobre tierra,Serie III. 23,1934,12,6,1934-12-6,6/12/1934,,,"South America | Argentina | Córdoba | Totoral | Las Peñas, Estancia ""La Maraña""",AR,South America,Argentina,Córdoba,Totoral,"Las Peñas, Estancia ""La Maraña""",,,,-30.563949,-64.007439,"30°33'50.2""S; 64°00'26.8""W",WGS84,,,,,,Fissidens Hedw.,Fissidens Hedw.,,Plantae,Bryophyta,Bryopsida,Fissidentales,Fissidentaceae,Fissidens,,,GENUS,"Hedwig, 1801",ACCEPTED
IMBIV-dd371ebe-68e0-4926-b50e-5039bf4e5b86-CORD,IMBIV,CORD,CORDC00007821,24,PreservedSpecimen,"Hosseus, C.C.",,Sobre tierra,Serie III. 24,1934,12,6,1934-12-6,6/12/1934,,,"South America | Argentina | Córdoba | Totoral | Las Peñas, Estancia ""La Maraña""",AR,South America,Argentina,Córdoba,Totoral,"Las Peñas, Estancia ""La Maraña""",,,,-30.563949,-64.007439,"30°33'50.2""S; 64°00'26.8""W",WGS84,,,,,,,,,Plantae,Bryophyta,,,,,,,KINGDOM,,ACCEPTED
IMBIV-e56850cc-767a-40a0-875f-7ce86dc2ec9a-CORD,IMBIV,CORD,CORDC00007822,25,PreservedSpecimen,"Hosseus, C.C.",,Sobre tierra,Serie III. 25,1934,12,6,1934-12-6,6/12/1934,,,"South America | Argentina | Córdoba | Totoral | Las Peñas, Estancia ""La Maraña""",AR,South America,Argentina,Córdoba,Totoral,"Las Peñas, Estancia ""La Maraña""",,,,-30.563949,-64.007439,"30°33'50.2""S; 64°00'26.8""W",WGS84,,,,,,,,,Plantae,Bryophyta,,,,,,,KINGDOM,,ACCEPTED
IMBIV-4c0dcc54-e22b-4972-aa6f-2ebee87367ef-CORD,IMBIV,CORD,CORDC00007823,26,PreservedSpecimen,"Hosseus, C.C.",,Sobre tierra,Serie III. 26,1934,12,6,1934-12-6,6/12/1934,,,"South America | Argentina | Córdoba | Totoral | Las Peñas, Estancia ""La Maraña""",AR,South America,Argentina,Córdoba,Totoral,"Las Peñas, Estancia ""La Maraña""",,,,-30.563949,-64.007439,"30°33'50.2""S; 64°00'26.8""W",WGS84,,,,,,,,,Plantae,Bryophyta,,,,,,,KINGDOM,,ACCEPTED
IMBIV-4dd3edbd-d498-4d75-bf92-3370485d94f0-CORD,IMBIV,CORD,CORDC00007824,27,PreservedSpecimen,"Hosseus, C.C.",,Sobre tierra,Serie III. 27,1934,12,6,1934-12-6,6/12/1934,,,"South America | Argentina | Córdoba | Totoral | Las Peñas, Estancia ""La Maraña""",AR,South America,Argentina,Córdoba,Totoral,"Las Peñas, Estancia ""La Maraña""",,,,-30.563949,-64.007439,"30°33'50.2""S; 64°00'26.8""W",WGS84,,,,,,,,,Plantae,Bryophyta,,,,,,,KINGDOM,,ACCEPTED
IMBIV-387bd3dd-44c6-4a70-8166-7adc742c8b83-CORD,IMBIV,CORD,CORDC00007825,28,PreservedSpecimen,"Hosseus, C.C.",,Sobre tierra,Serie III. 28,1934,12,6,1934-12-6,6/12/1934,,,"South America | Argentina | Córdoba | Totoral | Las Peñas, Estancia ""La Maraña""",AR,South America,Argentina,Córdoba,Totoral,"Las Peñas, Estancia ""La Maraña""",,,,-30.563949,-64.007439,"30°33'50.2""S; 64°00'26.8""W",WGS84,,,,,,Bryum Hedw.,Bryum,,Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Bryum,,,GENUS,Hedw.,ACCEPTED
IMBIV-f89eea90-bc9e-4ad3-bc6d-e390d6bbfd29-CORD,IMBIV,CORD,CORDC00007826,29,PreservedSpecimen,"Hosseus, C.C.",,Sobre tierra,Serie III. 29,1934,12,6,1934-12-6,6/12/1934,,,"South America | Argentina | Córdoba | Totoral | Las Peñas, Estancia ""La Maraña""",AR,South America,Argentina,Córdoba,Totoral,"Las Peñas, Estancia ""La Maraña""",,,,-30.563949,-64.007439,"30°33'50.2""S; 64°00'26.8""W",WGS84,,,,,,,,,Plantae,Bryophyta,,,,,,,KINGDOM,,ACCEPTED
IMBIV-4c98d5b0-b277-4cda-ba80-4059189e7cc5-CORD,IMBIV,CORD,CORDC00007827,30,PreservedSpecimen,"Hosseus, C.C.",,Sobre tierra,Serie III. 30,1934,12,6,1934-12-6,6/12/1934,,,"South America | Argentina | Córdoba | Totoral | Las Peñas, Estancia ""La Maraña""",AR,South America,Argentina,Córdoba,Totoral,"Las Peñas, Estancia ""La Maraña""",,,,-30.563949,-64.007439,"30°33'50.2""S; 64°00'26.8""W",WGS84,,,,,,Funaria,Funaria,,Plantae,Bryophyta,Bryopsida,Funariales,Funariaceae,Funaria,,,GENUS,Hedw.,ACCEPTED
IMBIV-eb3523fb-39c8-4de8-8655-ee92a5c30e54-CORD,IMBIV,CORD,CORDC00007828,31,PreservedSpecimen,"Hosseus, C.C.",,Sobre tierra,Serie III. 31,1934,12,6,1934-12-6,6/12/1934,,,"South America | Argentina | Córdoba | Totoral | Las Peñas, Estancia ""La Maraña""",AR,South America,Argentina,Córdoba,Totoral,"Las Peñas, Estancia ""La Maraña""",,,,-30.563949,-64.007439,"30°33'50.2""S; 64°00'26.8""W",WGS84,,,,,,,,,Plantae,Bryophyta,,,,,,,KINGDOM,,ACCEPTED
IMBIV-5236f6e1-edfc-451d-87c3-82877a774f32-CORD,IMBIV,CORD,CORDC00007829,32,PreservedSpecimen,"Hosseus, C.C.",,Sobre tierra,Serie III. 32,1934,12,6,1934-12-6,6/12/1934,,,"South America | Argentina | Córdoba | Totoral | Las Peñas, Estancia ""La Maraña""",AR,South America,Argentina,Córdoba,Totoral,"Las Peñas, Estancia ""La Maraña""",,,,-30.563949,-64.007439,"30°33'50.2""S; 64°00'26.8""W",WGS84,,,,,,,,,Plantae,Bryophyta,,,,,,,KINGDOM,,ACCEPTED
IMBIV-392c68ce-e061-4a30-8e61-f1c7e7399579-CORD,IMBIV,CORD,CORDC00007830,32A,PreservedSpecimen,"Hosseus, C.C.",,Sobre tierra,Serie III. 32A,1934,12,6,1934-12-6,6/12/1934,,,"South America | Argentina | Córdoba | Totoral | Las Peñas, Estancia ""La Maraña""",AR,South America,Argentina,Córdoba,Totoral,"Las Peñas, Estancia ""La Maraña""",,,,-30.563949,-64.007439,"30°33'50.2""S; 64°00'26.8""W",WGS84,,,,,,,,,Plantae,Bryophyta,,,,,,,KINGDOM,,ACCEPTED
IMBIV-c296eeb9-1adb-47d4-ab13-24404e439e19-CORD,IMBIV,CORD,CORDC00007831,33,PreservedSpecimen,"Hosseus, C.C.",,Sobre tierra gredosa,Serie III. 33,1934,12,6,1934-12-6,6/12/1934,,,South America | Argentina | Córdoba | Totoral | Las Peñas,AR,South America,Argentina,Córdoba,Totoral,Las Peñas,,,,-30.563949,-64.00744,"30°33'50.2""S; 64°00'26.8""W",WGS84,,,,,,,,,Plantae,Bryophyta,,,,,,,KINGDOM,,ACCEPTED
IMBIV-a8883989-dae8-44d0-92cf-e11c02a16167-CORD,IMBIV,CORD,CORDC00007832,34,PreservedSpecimen,"Hosseus, C.C.",,Sobre tierra gredosa,Serie III. 34,1934,12,6,1934-12-6,6/12/1934,,,South America | Argentina | Córdoba | Totoral | Las Peñas,AR,South America,Argentina,Córdoba,Totoral,Las Peñas,,,,-30.563949,-64.007441,"30°33'50.2""S; 64°00'26.8""W",WGS84,,,,,,,,,Plantae,Bryophyta,,,,,,,KINGDOM,,ACCEPTED
IMBIV-20a1b086-f336-4ad9-9c9f-d11ae847ff03-CORD,IMBIV,CORD,CORDC00007833,36,PreservedSpecimen,"Hosseus, C.C.",,Sobre tierra negra,Serie III. 36,1934,12,7,1934-12-7,7/12/1934,Debajo de jarilla,,"South America | Argentina | Córdoba | Tulumba | Chacras Viejas, al lado del camino",AR,South America,Argentina,Córdoba,Tulumba,"Chacras Viejas, al lado del camino",,,,-30.456198,-64.034916,"30°27'22.3""S; 64°02'05.7""W",WGS84,,,,,,,,,Plantae,Bryophyta,,,,,,,KINGDOM,,ACCEPTED
IMBIV-ea111082-3b80-440b-9a41-ec883102cdea-CORD,IMBIV,CORD,CORDC00007834,37,PreservedSpecimen,"Hosseus, C.C.",,Sobre tierra negra,Serie III. 37,1934,12,7,1934-12-7,7/12/1934,Debajo de jarilla,,"South America | Argentina | Córdoba | Tulumba | Chacras Viejas, al lado del camino",AR,South America,Argentina,Córdoba,Tulumba,"Chacras Viejas, al lado del camino",,,,-30.456198,-64.034916,"30°27'22.3""S; 64°02'05.7""W",WGS84,,,,,,,,,Plantae,Bryophyta,,,,,,,KINGDOM,,ACCEPTED
IMBIV-dba296ad-840b-4774-af66-0629e5fe13bb-CORD,IMBIV,CORD,CORDC00007835,38,PreservedSpecimen,"Hosseus, C.C.",,Sobre tierra negra,Serie III. 38,1934,12,7,1934-12-7,7/12/1934,Debajo de jarilla,,"South America | Argentina | Córdoba | Tulumba | Chacras Viejas, al lado del camino",AR,South America,Argentina,Córdoba,Tulumba,"Chacras Viejas, al lado del camino",,,,-30.456198,-64.034916,"30°27'22.3""S; 64°02'05.7""W",WGS84,,,,,,,,,Plantae,Bryophyta,,,,,,,KINGDOM,,ACCEPTED
IMBIV-0ca29c48-4a0f-4de1-9647-83953277efe0-CORD,IMBIV,CORD,CORDC00007836,39,PreservedSpecimen,"Hosseus, C.C.",,Sobre tierra negra,Serie III. 39,1934,12,7,1934-12-7,7/12/1934,Debajo de jarilla,,"South America | Argentina | Córdoba | Tulumba | Chacras Viejas, al lado del camino",AR,South America,Argentina,Córdoba,Tulumba,"Chacras Viejas, al lado del camino",,,,-30.456198,-64.034916,"30°27'22.3""S; 64°02'05.7""W",WGS84,,,,,,,,,Plantae,Bryophyta,,,,,,,KINGDOM,,ACCEPTED
IMBIV-cd535ebc-f9fc-42aa-bcac-c14840cc0f63-CORD,IMBIV,CORD,CORDC00007837,40,PreservedSpecimen,"Hosseus, C.C.",,Sobre tierra negra,Serie III. 40,1934,12,7,1934-12-7,7/12/1934,Debajo de jarilla,,"South America | Argentina | Córdoba | Tulumba | Chacras Viejas, al lado del camino",AR,South America,Argentina,Córdoba,Tulumba,"Chacras Viejas, al lado del camino",,,,-30.456198,-64.034916,"30°27'22.3""S; 64°02'05.7""W",WGS84,,,,,,,,,Plantae,Bryophyta,,,,,,,KINGDOM,,ACCEPTED
IMBIV-fe39c6be-20b5-411f-a192-0b65018d825f-CORD,IMBIV,CORD,CORDC00007838,41,PreservedSpecimen,"Hosseus, C.C.",,Sobre tierra negra,Serie III. 41,1934,12,7,1934-12-7,7/12/1934,Debajo de jarilla,,"South America | Argentina | Córdoba | Tulumba | Chacras Viejas, al lado del camino",AR,South America,Argentina,Córdoba,Tulumba,"Chacras Viejas, al lado del camino",,,,-30.456198,-64.034916,"30°27'22.3""S; 64°02'05.7""W",WGS84,,,,,,,,,Plantae,Bryophyta,,,,,,,KINGDOM,,ACCEPTED
IMBIV-0ea63da7-54bc-422f-a3d3-1cc0416729ea-CORD,IMBIV,CORD,CORDC00007839,42,PreservedSpecimen,"Hosseus, C.C.",,Sobre tierra negra,Serie III. 42,1934,12,7,1934-12-7,7/12/1934,Debajo de jarilla,,"South America | Argentina | Córdoba | Tulumba | Chacras Viejas, al lado del camino",AR,South America,Argentina,Córdoba,Tulumba,"Chacras Viejas, al lado del camino",,,,-30.456198,-64.034916,"30°27'22.3""S; 64°02'05.7""W",WGS84,,,,,,,,,Plantae,Bryophyta,,,,,,,KINGDOM,,ACCEPTED
IMBIV-9f2502f4-4712-4dcb-b394-83abb3c179fa-CORD,IMBIV,CORD,CORDC00007840,43,PreservedSpecimen,"Hosseus, C.C.",,Sobre tierra negra,Serie III. 43,1934,12,7,1934-12-7,7/12/1934,Debajo de jarilla,,"South America | Argentina | Córdoba | Tulumba | Chacras Viejas, al lado del camino",AR,South America,Argentina,Córdoba,Tulumba,"Chacras Viejas, al lado del camino",,,,-30.456198,-64.034916,"30°27'22.3""S; 64°02'05.7""W",WGS84,,,,,,,,,Plantae,Bryophyta,,,,,,,KINGDOM,,ACCEPTED
IMBIV-856c07c7-cf58-4304-85ec-884a337d8176-CORD,IMBIV,CORD,CORDC00007841,44,PreservedSpecimen,"Hosseus, C.C.",,Sobre tierra negra,Serie III. 44,1934,12,7,1934-12-7,7/12/1934,Debajo de jarilla,,"South America | Argentina | Córdoba | Tulumba | Chacras Viejas, al lado del camino",AR,South America,Argentina,Córdoba,Tulumba,"Chacras Viejas, al lado del camino",,,,-30.456198,-64.034916,"30°27'22.3""S; 64°02'05.7""W",WGS84,,,,,,,,,Plantae,Bryophyta,,,,,,,KINGDOM,,ACCEPTED
IMBIV-a669ab34-8d3f-45bf-827b-13de455ad701-CORD,IMBIV,CORD,CORDC00007842,45,PreservedSpecimen,"Hosseus, C.C.",,Sobre tierra negra,Serie III. 45,1934,12,7,1934-12-7,7/12/1934,Debajo de jarilla,,"South America | Argentina | Córdoba | Tulumba | Chacras Viejas, al lado del camino",AR,South America,Argentina,Córdoba,Tulumba,"Chacras Viejas, al lado del camino",,,,-30.456198,-64.034916,"30°27'22.3""S; 64°02'05.7""W",WGS84,,,,,,,,,Plantae,Bryophyta,,,,,,,KINGDOM,,ACCEPTED
